ScientificName,ChineseName1,ChineseName2,ChineseName3
Onuxodon margaritiferae,珠貝鈎隱魚,珠貝鈎潛魚,珍珠貝隱魚、隱魚
Onuxodon parvibrachium,短臂鈎隱魚,短臂鈎潛魚,牡蠣隱魚、隱魚
Pyramodon lindas,琳達錐齒隱魚,琳達錐齒潛魚,線紋錐齒潛魚、隱魚
Pyramodon ventralis,纖尾錐齒隱魚,纖尾錐齒潛魚,隱魚
Acanthonus armatus,大棘鼬魚,大棘鼬鳚,鼬魚
Bassozetus compressus,扁索深鼬魚,扁索深鼬鳚,鼬魚
Bassozetus glutinosus,黏身索深鼬魚,黏身索深鼬鳚,鼬魚
Bassozetus multispinis,多棘索深鼬魚,多棘索深鼬鳚,鼬魚
Bassozetus robustus,壯體索深鼬魚,壯體索深鼬鳚,鼬魚
Bathyonus caudalis,大尾深水鼬魚,大尾深水鼬鳚,鼬魚
Brotula multibarbata,多鬚鼬魚,多鬚鬚鼬鳚,鼬魚、海鯰(臺東)、多鬚鯰(澎湖)
Dicrolene quinquarius,五指絲指鼬魚,五指絲指鼬鳚,鼬魚
Dicrolene tristis,短絲指鼬魚,短絲指鼬鳚,鼬魚
Glyptophidium lucidum,光曲鼬魚,光曲鼬鳚,鼬魚
Holcomycteronus aequatoris,深海鈍吻鼬魚,深海鈍吻鼬鳚,鼬魚
Homostolus acer,長趾鼬魚,長趾鼬鳚,鼬魚
Hoplobrotula armata,棘鼬魚,棘鼬鳚,鼬魚、海鯰(澎湖)
Lamprogrammus brunswigi,布氏軟鼬魚,布氏軟鼬鳚,鼬魚
Luciobrotula bartschi,巴奇氏矛鼬魚,巴奇氏矛鼬鳚,矛鼬魚、鼬魚
Monomitopus kumae,熊吉單趾鼬魚,熊吉單趾鼬鳚,鼬魚
Monomitopus pallidus,重齒單趾鼬魚,重齒單趾鼬鳚,鼬魚
Neobythites australiensis,澳大利亞新鼬鳚,,長新鼬鳚、鼬魚
Neobythites bimaculatus,雙斑新鼬魚,雙斑新鼬鳚,雙斑新鼬鳚、鼬魚
Neobythites fasciatus,橫帶新鼬魚,橫帶新鼬鳚,鼬魚
Neobythites longipes,長新鼬魚,長新鼬鳚,長新鼬鳚、鼬魚
Neobythites sivicola,黑潮新鼬魚,黑潮新鼬鳚,新鼬魚、鼬魚
Neobythites stigmosus,多斑新鼬魚,多斑新鼬鳚,斑新鼬魚、鼬魚
Neobythites unimaculatus,單斑新鼬魚,單斑新鼬鳚,鼬魚
Ophidion muraenolepis,黑邊鼬魚,黑邊鼬鳚,鼬魚、鬚魚(澎湖)
Porogadus guentheri,貢氏孔鼬魚,貢氏孔鼬鳚,鼬魚
Porogadus miles,頭棘孔鼬魚,頭棘孔鼬鳚,鼬魚
Pycnocraspedum microlepis,細鱗厚鼬䲁,細鱗厚鼬鳚,鼬魚、鬚魚(澎湖)
Sirembo imberbis,仙鼬魚,仙鼬鳚,鼬魚、鬚魚(澎湖)
Xyelacyba myersi,梅氏棘鰓鼬魚,梅氏棘鰓鼬鳚,鼬魚
Alionematichthys minyomma,小眼海鼬魚,,深海鼬魚、細眼雙鬚深海鼬魚
Alionematichthys riukiuensis,琉球海鼬魚,,深海鼬魚、琉球雙線鼬鳚
Brosmophyciops pautzkei,潘氏似鱈鼬魚,潘氏似鱈鳚,深海鼬魚、隱頜似鱈鼬魚
Brotulinella taiwanensis,臺灣小線深海鼬魚,臺灣小線深鳚,深海鼬魚、臺灣深海鼬鳚
Diancistrus fuscus,暗色獵神深海鼬魚,暗色獵神深鳚,深海鼬魚
Dinematichthys iluocoeteoides,雙線鼬魚,雙線鼬鳚,深海鼬魚、雙線鼬鳚
Porocephalichthys dasyrhynchus,毛吻孔頭鼬魚,,粗吻雙鬚深海鼬魚、深海鼬魚
Pseudonus squamiceps,鱗頭擬鼠鼬魚,鱗頭擬鼠鳚,鱗頭擬鼠鳚、深海鼬魚
Aphyonus gelatinosus,澳洲裸鼬魚,澳洲膠胎鳚,膠胎鳚、裸鼬魚
Barathronus algrahami,格拉漢盲鼬魚,格拉漢盲鼬鳚,裸鼬魚
Barathronus maculatus,棕斑盲鼬魚,棕斑盲鼬鳚,裸鼬魚
Lophiodes endoi,遠藤擬鮟鱇,,遠藤氏擬鮟鱇、鮟鱇
Lophiodes insidiator,南非擬鮟鱇,,鮟鱇
Lophiodes miacanthus,少棘擬鮟鱇,,鮟鱇
Lophiodes mutilus,大眼擬鮟鱇,,光擬鮟鱇、鮟鱇
Lophiodes naresi,奈氏擬鮟鱇,,鮟鱇
Lophiomus setigerus,黑口鮟鱇,黑鮟鱇,鮟鱇、九牙(臺東)、死囝仔魚(澎湖)、合笑(澎湖)
Lophius litulon,黃鮟鱇,,鮟鱇
Antennarius biocellatus,雙斑躄魚,,五腳虎
Antennarius hispidus,毛躄魚,,五腳虎
Antennarius maculatus,大斑躄魚,,五腳虎
Antennarius nummifer,康氏躄魚,,錢斑躄魚、眼斑躄魚、五腳虎
Antennarius pictus,白斑躄魚,,五腳虎
Antennarius randalli,藍道氏躄魚,,五腳虎
Antennarius striatus,條紋躄魚,帶紋躄魚,五腳虎、葡撘屎尖(澎湖)、死囝仔魚(澎湖)
Antennatus coccineus,細斑手躄魚,,細斑躄魚、五腳虎
Antennatus commerson,康氏躄魚,,眼斑躄魚、五腳虎
Antennatus dorehensis,駝背手躄魚,,新幾內亞躄魚、五腳虎
Antennatus tuberosus,網紋手躄魚,,五腳虎
Fowlerichthys scriptissimus,歧胸福氏躄魚,,五腳虎
Histiophryne cryptacanthus,隱刺薄躄魚,,隱棘躄魚、五腳虎
Histrio histrio,裸躄魚,,五腳虎、死囝仔魚(澎湖)
Chaunax abei,阿部單棘躄魚,,單棘躄魚、五腳虎 (臺東)
Chaunax fimbriatus,單棘躄魚,,單棘躄魚、五腳虎 (臺東)
Chaunax penicillatus,雲紋單棘躄魚,,單棘躄魚、五腳虎 (臺東)
Coelophrys brevicaudata,短尾腔蝠魚,,棘茄魚
Coelophrys micropa,小足腔蝠魚,,扁頭棘茄魚
Halicmetus niger,黑牙棘茄魚,,黑棘茄魚、棘茄魚
Halicmetus reticulatus,網紋牙棘茄魚,,棘茄魚
Halicmetus ruber,紅牙棘茄魚,,棘茄魚
Halieutaea fitzsimonsi,費氏棘茄魚,,棘茄魚
Halieutaea fumosa,雲紋棘茄魚,煙紋棘茄魚,棘茄魚
Halieutaea indica,印度棘茄魚,突額棘茄魚,突額棘茄魚、棘茄魚
Halieutaea stellata,棘茄魚,,棘茄魚、死囝仔魚(澎湖)
Halieutopsis ingerorum,英格擬棘茄魚,,棘茄魚
Halieutopsis margaretae,馬格瑞擬棘茄魚,,棘茄魚
Halieutopsis nudiventer,裸腹擬棘茄魚,,裸擬棘茄魚、棘茄魚
Halieutopsis simula,準擬棘茄魚,,棘茄魚
Malthopsis annulifera,環紋海蝠魚,,棘茄魚、牛尾頭章(臺東)
Malthopsis formosa,台灣海蝠魚,,棘茄魚
Malthopsis gigas,巨海蝠魚,,棘茄魚
Malthopsis kobayashii ,密刺海蝠魚,,棘茄魚
Malthopsis mitrigera,鈎棘海蝠魚,,棘茄魚
Malthopsis tiarella,斑點海蝠魚,,棘茄魚
Solocisquama stellulata,星點異鱗魚,,棘茄魚、星點長鰭鰏魚
Caulophryne pelagica,大洋長鰭鮟鱇,大洋莖角鮟鱇,大洋長鰭角鮟鱇、深海鮟鱇、柄鮟鱇
Neoceratias spinifer,大棘新角鮟鱇,新角鮟鱇,新角鮟鱇、深海鮟鱇
Melanocetus johnsonii,約氏黑鮟鱇,約氏黑犀魚,深海鮟鱇
Melanocetus murrayi,短柄黑鮟鱇,短柄黑犀魚,短炳黑角鮟鱇、深海鮟鱇
Himantolophus melanolophus,黑鞭冠鮟鱇,,黑冠疏刺角鮟鱇、深海鮟鱇
Bufoceratias shaoi,邵氏蟾蜍角鮟鱇,邵氏蟾鮟鱇,邵氏蟾鮟鱇、深海鮟鱇
Bufoceratias thele,乳突蟾蜍角鮟鱇,後棘蟾鮟鱇,蟾蜍角鮟鱇、乳突蟾鮟鱇、深海鮟鱇
Diceratias bispinosus,細瓣雙角鮟鱇,,深海鮟鱇
Dolopichthys pullatus,黑狡鮟鱇,,深海鮟鱇
Lophodolos indicus,印度冠鮟鱇,,深海鮟鱇
Oneirodes carlsbergi,卡氏夢鮟鱇,卡氏夢角鮟鱇,卡氏夢角鮟鱇、深海鮟鱇
Oneirodes formosanus,台灣夢鮟鱇,,夢角鮟鱇、深海鮟鱇
Oneirodes pietschi,皮氏夢鮟鱇,皮氏夢角鮟鱇,皮氏夢角鮟鱇、深海鮟鱇
Oneirodes sabex,砂夢鮟鱇,,扁瓣夢鮟鱇、扁瓣夢角鮟鱇、深海鮟鱇
Spiniphryne gladisfenae,劍狀棘蟾鮟鱇,,深海鮟鱇
Tyrannophryne pugnax,暴龍蜍鮟鱇,,暴龍蟾鮟鱇、深海鮟鱇
Thaumatichthys pagidostomus,印度洋奇鮟鱇,,突吻角鮟鱇、深海鮟鱇
Centrophryne spinulosa,刺鮟鱇,,中角鮟鱇、深海鮟鱇
Ceratias holboelli,霍氏角鮟鱇,,深海鮟鱇
Cryptopsaras couesii,密棘角鮟鱇,,深海鮟鱇
Gigantactis cheni,陳氏巨棘鮟鱇,,深海鮟鱇
Gigantactis elsmani,艾氏巨棘鮟鱇,艾氏大角鮟鱇,艾氏巨棘角鮟鱇、深海鮟鱇
Gigantactis vanhoeffeni,梵氏巨棘鮟鱇,,深海鮟鱇
Rhynchactis leptonema,細絲吻巨棘鮟鱇,細絲吻長角鮟鱇,吻巨棘角鮟鱇、深海鮟鱇
Rhynchactis macrothrix,長絲吻巨棘鮟鱇,長絲吻長角鮟鱇,巨絲吻巨棘角鮟鱇、深海鮟鱇
Linophryne indica,印度鬚鮟鱇,印度樹鬚魚,印度鬚角鮟鱇、深海鮟鱇
Chelon affinis,前鱗龜鮻,,豆仔魚、烏仔、烏仔魚、烏魚、前鱗鮻、比利
Crenimugil crenilabis,粒唇鯔,,烏魚、烏仔、烏仔魚
Ellochelon vaigiensis,黄鯔,,豆仔魚、烏仔、烏仔魚、烏魚、截尾鮻
Moolgarda cunnesius,長鰭莫鯔,,豆仔魚、烏仔、烏仔魚、烏魚、長鰭凡鯔
Moolgarda perusii,佩氏莫鯔,,帕氏凡鯔、豆仔魚、烏仔、烏仔魚、烏魚、豆子(澎湖)、誌仔(澎湖)
Moolgarda seheli,薛氏莫鯔,圓吻莫鯔,豆仔魚、烏仔、烏仔魚、烏魚、薛氏凡鯔、豆仔(澎湖)、誌仔(澎湖)、黃耳烏(澎湖)、青尾烏(澎湖)
Mugil cephalus,鯔,,青頭仔(幼魚)、奇目仔(成魚)、信魚、正烏、烏魚、正頭烏、回頭烏、鯔、大烏(澎湖)
Oedalechilus labiosus,角瘤唇鯔,,瘤唇鯔、豆仔魚、烏仔、烏仔魚、烏魚、厚唇仔(澎湖)、土烏(澎湖)、腩肚烏(澎湖)、虱目烏(澎湖)
Planiliza alata,寶石鮻,,豆仔魚、烏仔、烏仔魚、烏魚、竹筒鮻
Planiliza haematocheilus,鮻,鮻(梭魚),豆仔魚、烏仔、烏仔魚、烏魚
Planiliza macrolepis,大鱗鮻,,豆仔魚、烏仔、烏仔魚、烏魚、大鱗鮻、粗鱗烏(澎湖)
Planiliza subviridis,綠背鮻,,豆仔魚、烏仔、烏仔魚、烏魚、白鮻
Iso flosmaris,浪花魚,浪花銀漢魚,沙丁魚
Iso rhothophilus,刀浪花魚,澳洲浪花銀漢魚,沙丁魚
Atherion elymus,糙頭細銀漢魚,,糙頭小銀漢魚、鱙仔、麥銀漢魚
Atherinomorus insularum,島嶼美銀漢魚,海島美銀漢魚,島嶼銀漢魚、鱙仔
Atherinomorus lacunosus,南洋美銀漢魚,藍美銀漢魚,南洋銀漢魚、鱙仔、硬鱗(澎湖)、豆殼仔(澎湖)
Atherinomorus pinguis,壯體美銀漢魚,,粗體銀漢魚、鱙仔
Hypoatherina tsurugae,下銀漢魚,後肛下銀漢魚,鱙仔
Hypoatherina valenciennei,凡氏下銀漢魚,,鱙仔、硬鱗(澎湖)、豆殼仔(澎湖)
Hypoatherina woodwardi,吳氏下銀漢魚,,伍氏下銀漢魚、鱙仔
Oryzias sinensis,中華青鱂,青鱂,青鱂、青鱂魚、稻田魚、魚目娘、米鱂、彈魚、三界娘仔
Cheilopogon abei,阿氏鬚唇飛魚,,阿氏飛魚、飛烏、黃翅仔(澎湖)
Cheilopogon agoo,阿戈鬚唇飛魚,燕鰩鬚唇飛魚(燕鰩魚),阿戈飛魚、飛烏、大烏(澎湖)、白翅仔(澎湖)
Cheilopogon arcticeps,弓頭唇鬚飛魚,,弓頭飛魚、飛烏
Cheilopogon atrisignis,紅斑鬚唇飛魚,,紅斑鰭飛魚、飛烏
Cheilopogon cyanopterus,黑鰭鬚唇飛魚,青翼鬚唇飛魚,飛烏、黑鰭飛魚
Cheilopogon katoptron,黃鰭鬚唇飛魚,,黃斑鰭飛魚、飛烏
Cheilopogon pinnatibarbatus pinnatibarbatus,翼髭鬚唇飛魚,,羽鬚鰭飛魚、飛烏
Cheilopogon spilonotopterus,點背鬚唇飛魚,,飛烏、紫斑鰭飛魚
Cheilopogon spilopterus,點鰭鬚唇飛魚,,點斑鰭飛魚、飛烏
Cheilopogon suttoni,蘇氏鬚唇飛魚,,蘇氏飛魚、飛烏
Cheilopogon unicolor,白鰭鬚唇飛魚,,白鰭飛魚、飛烏、白翅仔(臺東)
Cypselurus angusticeps,細頭斑鰭飛魚,細頭燕鰩魚,細頭飛魚、飛烏
Cypselurus naresii,納氏斑鰭飛魚,納氏燕鰩魚,垂鬚飛魚、飛烏
Cypselurus oligolepis,寡鱗斑鰭飛魚,少鱗燕鰩魚,寡鱗飛魚、飛烏
Cypselurus poecilopterus,斑鰭飛魚,花鰭燕鰩魚,小烏、飛烏、花烏(澎湖)
Cypselurus starksi,斯氏斑鰭飛魚,斯氏燕鰩魚,斯氏飛魚、飛烏
Exocoetus monocirrhus,單鬚飛魚,,飛烏
Exocoetus volitans,大頭飛魚,,飛烏
Hirundichthys oxycephalus,尖頭細身飛魚,尖頭文鰩魚,飛烏、青頭仔(澎湖)
Hirundichthys rondeletii,隆氏細身飛魚,黑翼文鰩魚,隆氏巨飛魚、飛烏
Hirundichthys speculiger,尖鰭細身飛魚,尖鰭文鰩魚,細身飛魚、飛烏
Oxyporhamphus micropterus micropterus,白鰭飛鱵,,短嘴水針
Parexocoetus brachypterus,短鰭擬飛魚,,白短鰭擬飛魚、飛烏、小烏(澎湖)、草螟仔(澎湖)
Parexocoetus mento,長頜擬飛魚,,黑短鰭擬飛魚、飛烏、小烏(澎湖)、草螟仔(澎湖)
Prognichthys brevipinnis,短鰭原飛魚,短鰭真燕鰩(短鰭燕飛魚),飛烏
Euleptorhamphus viridis,長吻鱵,,長鱵、補網師、水針、學仔(臺東)、飛烏蛇仔(澎湖)
Hemiramphus convexus,黑鰭鱵,,黑鰭飛鱵、短嘴水針、小烏(澎湖)、草螟仔(澎湖)
Hemiramphus far,斑鱵,,補網師、水針、莎優莉、簪針(澎湖）、七星針（南部）
Hemiramphus lutkei,南洋鱵,無斑鱵,補網師、水針、長尾針(臺東)
Hyporhamphus dussumieri,杜氏下鱵,杜氏下鱵魚,補網師、水針、針(臺東)、刺針(澎湖)
Hyporhamphus gernaerti,簡氏下鱵,簡氏下鱵魚,補網師、水針
Hyporhamphus intermedius,間下鱵,間下鱵魚,補網師、水針
Hyporhamphus limbatus,緣下鱵,緣下鱵魚,補網師、水針
Hyporhamphus taiwanensis,臺灣下鱵,臺灣下鱵魚,補網師、水針
Hyporhamphus yuri,尤氏下鱵,尤氏下鱵魚,補網師、水針
Rhynchorhamphus georgii,喬氏吻鱵,,補網師、水針
Zenarchopterus buffonis,蟾異鱗鱵,,異鰭鱵、補網師、水針
Zenarchopterus dunckeri,董氏異鱗鱵,,董氏異鰭鱵、補網師、水針
Ablennes hians,扁鶴鱵,橫帶扁頜針魚,青旗、學仔、白天青旗、青痣(澎湖)、倒吊學(澎湖)
Platybelone argalus platyura,寬尾鶴鱵,東非寬尾頜針魚,青旗、學仔、白天青旗
Strongylura anastomella,尖嘴圓尾鶴鱵,尖嘴柱頜針魚,鶴鱵、青旗、學仔、白天青旗
Strongylura leiura,無斑圓尾鶴鱵,無斑柱頜針魚,臺灣圓尾鶴鱵、青旗、學仔、白天青旗
Strongylura strongylura,尾斑圓尾鶴鱵,尾斑柱頜針魚,圓尾鶴鱵、青旗、學仔、白天青旗、水煎（金門）
Tylosurus acus melanotus,黑背叉尾鶴鱵,黑背圓頜針魚,叉尾鶴鱵、青旗、學仔、白天青旗、水針(臺東)、圓學(澎湖)、四角學(澎湖)
Tylosurus crocodilus crocodilus,鱷形叉尾鶴鱵,鱷形圓頜針魚,青旗、學仔、白天青旗、圓學(澎湖)
Gambusia affinis,食蚊魚,,大肚仔、胎鱂、大肚魚
Poecilia latipinna,茉莉花鱂,,摩利魚、摩麗、茉莉、胎鱂
Poecilia reticulata,孔雀花鱂,虹鱂(孔雀魚),孔雀魚、胎鱂
Poecilia velifera,帆鰭花鱂,帆鰭花鱂(摩利魚),摩利魚、摩麗、立帆摩麗、花鱂、胎鱂
Xiphophorus hellerii,劍尾魚,,茉莉
Xiphophorus maculatus,花斑劍尾魚,,紅劍、紅太陽
Poromitra crassiceps,厚頭犀孔鯛,,孔頭鯛
Poromitra oscitans,小眼犀孔鯛,,孔頭鯛
Scopelogadus mizolepis mizolepis,大鱗鱗孔鯛,,鱗孔鯛
Rondeletia loricata,網肩紅口仿鯨,網肩龍氏鯨頭魚,紅口仿鯨、鯨頭魚
Barbourisia rufa,紅鬚仿鯨,紅刺鯨口魚,紅刺鬚仿鯨、鯨口魚
Cetostoma regani,雷根氏擬鯨口魚,,仿鯨、擬鯨口魚
Diretmichthys parini,帕氏怖銀眼魚,,藍皮刀、洞鰭鯛
Diretmoides pauciradiatus,短鰭擬銀眼鯛,,藍皮刀、洞鰭鯛
Diretmoides veriginae,維里擬銀眼鯛,,藍皮刀、洞鰭鯛
Diretmus argenteus,銀眼鯛,,黑銀眼鯛、藍皮刀、洞鰭鯛
Anomalops katoptron,燈眼魚,菲律賓燈頰鯛,燈眼魚、閃光魚
Protoblepharon mccoskeri,麥氏原燈眼魚,麥氏原燈頰鯛,燈眼魚、閃光魚、臺灣原燈眼魚
Monocentris japonica,日本松毬魚,日本松球魚,松毬魚、鳳梨魚、刺毬
Aulotrachichthys prosthemius,前肛管燧鯛,,燧鯛
Gephyroberyx darwinii,達氏橋燧鯛,達氏橋棘鯛,燧鯛、燄孔、厚殼、大目孔
Gephyroberyx japonicus,日本橋燧鯛,日本橋棘鯛,燧鯛
Hoplostethus crassispinus,重胸燧鯛,重胸棘鯛,燧鯛
Hoplostethus japonicus,日本胸燧鯛,日本胸棘鯛,燧鯛、日本燧鯛
Hoplostethus mediterraneus,地中海胸燧鯛,地中海胸棘鯛,紅胸燧鯛
Hoplostethus melanopus,黑首胸燧鯛,黑首胸棘鯛,黑首燧鯛、燧鯛
Paratrachichthys sajademalensis,斜口管燧鯛,,南方准燧鯛、燧鯛
Beryx mollis,軟體金眼鯛,,紅魚、紅大目仔
Beryx splendens,紅金眼鯛,,紅魚、紅大目仔、紅三角仔(臺東)、紅皮刀
Centroberyx druzhinini,掘氏棘金眼鯛,掘氏擬棘鯛,紅魚、紅大目仔
Centroberyx rubricaudus,紅尾棘金眼鯛,金眼擬棘鯛,紅魚、紅大目仔、紅三角仔、紅皮刀、厚殼、金皮刀(澎湖)、西施（南部）
Myripristis adusta,焦黑鋸鱗魚,,焦松毬、厚殼仔金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis berndti,凸頜鋸鱗魚,大鱗鋸鱗魚,凸頜松毬、毬厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis botche,柏氏鋸鱗魚,博氏鋸鱗魚,柏氏松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis chryseres,黃鰭鋸鱗魚,,黃鰭松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis formosa,臺灣鋸鱗魚,,臺灣松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis greenfieldi,格氏鋸鱗魚,,格氏松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis hexagona,六角鋸鱗魚,,六角松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis kuntee,康德鋸鱗魚,康得鋸鱗魚,康德松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔、金鱗魚(臺東)
Myripristis murdjan,赤鋸鱗魚,白邊鋸鱗魚,赤松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis pralinia,堅鋸鱗魚,紅鋸鱗魚,堅松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis violacea,紫鋸鱗魚,紫紅鋸鱗魚,紫松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Myripristis vittata,赤鰓鋸鱗魚,無斑鋸鱗魚,赤鰓松毬、厚殼仔、金鱗甲、鐵甲、鐵甲兵、瀾公妾、鐵線婆、大目仔
Neoniphon aurolineatus,黃帶新東洋金鱗魚,黃帶新東洋鰃,黃帶金鱗魚、鐵甲、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Neoniphon opercularis,黑鰭新東洋金鱗魚,黑鰭新東洋鰃,黑鰭金鱗魚、鐵甲、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Neoniphon sammara,莎姆新東洋金鱗魚,莎姆新東洋鰃,莎姆金鱗魚、鐵甲、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Ostichthys delta,紅骨鱗魚,留尼汪島骨鰃,鐵甲、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Ostichthys japonicus,日本骨鱗魚,日本骨鰃,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Ostichthys kaianus,白線骨鱗魚,深海骨鰃,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Ostichthys sheni,沈氏骨鱗魚,沈氏骨鰃,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Plectrypops lima,灘塗多鱗魚,灘塗琉球鰃,多鱗松毬、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron caudimaculatum,尾斑棘鱗魚,,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron cornutum,點鰭棘鱗魚,角棘鱗魚,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron diadema,黑鰭棘鱗魚,,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron ensifer,劍棘鱗魚,,鐵甲、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron ittodai,銀帶棘鱗魚,,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron melanospilos,黑點棘鱗魚,,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron praslin,普拉斯林棘鱗魚,褐斑棘鱗魚,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron punctatissimum,斑紋棘鱗魚,,乳斑棘鱗魚、金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron rubrum,黑帶棘鰭魚,點帶棘鱗魚,金鱗甲、鐵甲兵、瀾公妾、鐵線婆、黑帶棘鱗魚
Sargocentron spiniferum,尖吻棘鱗魚,,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Sargocentron spinosissimum,刺棘鱗魚,大刺棘鱗魚,金鱗甲、鐵甲兵、瀾公妾、鐵線婆、尖嘴仔(臺東)
Sargocentron tiere,赤鰭棘鱗魚,,金鱗甲、鐵甲兵、瀾公妾、鐵線婆
Cyttopsis rosea,玫瑰腹棘的鯛,紅腹棘海魴,玫瑰的鯛、紅的鯛
Parazen pacificus,太平洋准的鯛,太平洋副海魴,准海魴
Cyttomimus affinis,青菱的鯛,青菱海魴,青甲眼的鯛、幼魴、青的鯛
Zenion hololepis,甲眼的鯛,小海魴,
Zenion japonicum,日本甲眼的鯛,日本小海魴,巨眼海魴、日本擬裸海魴
Grammicolepis brachiusculus,斑線菱鯛,,斑菱的鯛、線鱗鯛
Xenolepidichthys dalgleishi,異菱的鯛,幾內亞灣異菱的鯛,菱的鯛
Zenopsis nebulosa,雲紋雨印鯛,雲紋亞海魴,雨印鯛、雨的鯛
Zenopsis stabilispinosa,多棘雨印鯛,多棘亞海魴,立鰭印鯛、雨的鯛
Zeus faber,日本的鯛,遠東海魴,豆的鯛、馬頭鯛、海魴、鏡鯧、多利魚
Eurypegasus draconis,寬海蛾魚,寬海蛾魚(龍海蛾魚),海蛾魚
Pegasus laternarius,海蛾魚,,短海蛾魚、海蛾魚
Pegasus volitans,飛海蛾魚,,海蛾魚
Solenostomus cyanopterus,藍鰭剃刀魚,,鋸吻剃刀魚、剃刀魚
Solenostomus paradoxus,細吻剃刀魚,,剃刀魚
Acentronura breviperula,短身細尾海龍,,海龍
Bulbonaricus brauni,,,
Bulbonaricus brucei,布氏鰻海龍,,
Bulbonaricus davaoensis,,,
Campichthys nanus,小曲海龍,,海龍
Choeroichthys sculptus,彫紋豬海龍,豬海龍,彫紋海龍、海龍
Corythoichthys flavofasciatus,黃帶冠海龍,,黃帶海龍、海龍
Corythoichthys haematopterus,紅鰭冠海龍,,紅鰭海龍、海龍
Corythoichthys schultzi,史氏冠海龍,舒氏冠海龍,史氏海龍、海龍
Cosmocampus banneri,班氏環宇海龍,斑氏環宇海龍,海龍
Doryichthys boaja,寶珈槍吻海龍,,寶珈海龍、海龍
Doryrhamphus excisus,藍帶矛吻海龍,波斯灣矛吻海龍,黑腹海龍、海龍
Doryrhamphus janssi,強氏矛吻海龍,,海龍
Doryrhamphus japonicus,日本矛吻海龍,,日本海龍、海龍
Dunckerocampus dactyliophorus,帶紋斑節海龍,,帶紋矛吻海龍、黑環海龍、海龍
